"id","title","lenght","MPAA rating","Release date","Budget","Revenue","IMDB ID","TMDB ID","Actor1","Actor2","Actor3","Actor4","Actor1rank","Actor2rank","Actor3rank","Actor4rank","Director","DirectorRank","Writer1","Writer2","Writer1Rank","Writer2Rank","Studio","StudioRank","Language","Genre","Country"
"48385","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)","82","R","2006-11-02 00:00:00 UTC","18000000","128505958","443453","496","Sacha Baron Cohen","Ken Davitian","Luenell","Chester","4","1","1","1","Larry Charles","2","Sacha Baron Cohen","2","Anthony Hines","1","Twentieth Century Fox Film Corporation","82","English","Comedy","United States of America"
"48414","Open Season (2006)","83","PG","2006-09-29 00:00:00 UTC","85000000","197309027","400717","7484","Martin Lawrence","Ashton Kutcher","Gary Sinise","Debra Messing","9","5","4","3","Roger Allers","2","Steve Bencich","2","Ron J. Friedman","2","Sony Pictures Animation","6","English","Adventure","United States of America"
"48416","School for Scoundrels (2006)","100","PG-13","2006-09-29 00:00:00 UTC","20000000","17807569","462519","9842","Billy Bob Thornton","Jon Heder","Jacinda Barrett","Michael Clarke Duncan","11","3","3","4","Todd Phillips","7","Todd Phillips","3","Scot Armstrong","3","Dimension Films","17","English","Comedy","United States of America"
"48516","Departed, The (2006)","151","R","2006-11-09 00:00:00 UTC","90000000","289847354","407887","1422","Leonardo DiCaprio","Matt Damon","Jack Nicholson","Mark Wahlberg","11","20","8","16","Martin Scorsese","9","William Monahan","4","Alan Mak","1","Warner Bros.","119","English","Drama","United States of America"
"48560","Running With Scissors (2006)","116","R","2006-10-27 00:00:00 UTC","12000000","6754898","439289","7510","Annette Bening","Brian Cox","Joseph Fiennes","Evan Rachel Wood","6","5","2","2","Ryan Murphy","2","Ryan Murphy","2","Augusten Burroughs","1","TriStar Pictures","36","English","Comedy","United States of America"
"48591","Grudge 2, The (2006)","102","PG-13","2006-10-13 00:00:00 UTC","20000000","39143839","433386","1975","Sarah Michelle Gellar","Amber Tamblyn","Arielle Kebbel","Takako Fuji","6","3","1","1","Takashi Shimizu","2","Stephen Susco","2","Takashi Shimizu","3","Columbia Pictures Corporation","42","English","Drama","United States of America"
"48598","Infamous (2006)","110","R","2006-11-16 00:00:00 UTC","13000000","1151330","420609","9672","Sigourney Weaver","Toby Jones","Gwyneth Paltrow","Sandra Bullock","9","1","10","12","Douglas McGrath","3","Douglas McGrath","2","George Plimpton","1","Killer Films","3","English","Drama","United States of America"
"48600","One Night with the King (2006)","123","PG","2006-10-13 00:00:00 UTC","20000000","13391174","430431","15005","Tiffany Dupont","Luke Goss","John Noble","Omar Sharif","1","1","1","3","Michael O. Sajbel","1","Stephan Blinn","1","Mark Andrew Olsen","1","Gener8Xion Entertainment","1","English","Drama","United States of America"
"48711","Facing the Giants (2006)","111","PG","2006-09-29 00:00:00 UTC","100000","10178331","805526","18925","Erin Bethea","James Blackwell","Bailey Cave","Shannen Fields","2","1","1","1","Alex Kendrick","2","Alex Kendrick","2","Stephen Kendrick","2","Destination Films","2","English","Drama","United States of America"
"48738","Last King of Scotland, The (2006)","121","R","2006-10-18 00:00:00 UTC","6000000","48027970","455590","1523","Forest Whitaker","James McAvoy","Kerry Washington","Gillian Anderson","7","7","3","2","Kevin Macdonald","3","Peter Morgan","1","Jeremy Brock","3","Fox Searchlight Pictures","20","English","Drama","United States of America"
"48774","Children of Men (2006)","109","R","2006-09-22 00:00:00 UTC","76000000","69959751","206634","9693","Clive Owen","Juan Gabriel Yacuzzi","Michael Caine","Mishal Husain","6","1","14","1","Alfonso Cuarón","3","Alfonso Cuarón","2","Timothy J. Sexton","1","Universal Pictures","205","English","Adventure","United States of America"
"48780","Prestige, The (2006)","130","PG-13","2006-10-19 00:00:00 UTC","40000000","109676311","482571","1124","Hugh Jackman","Christian Bale","Michael Caine","Piper Perabo","11","14","14","3","Christopher Nolan","7","Jonathan Nolan","5","Christopher Nolan","5","Warner Bros.","119","English","Drama","United States of America"
"48783","Flags of Our Fathers (2006)","132","R","2006-10-19 00:00:00 UTC","90000000","65900249","418689","3683","Ryan Phillippe","Jesse Bradford","Adam Beach","John Benjamin Hickey","5","1","3","1","Clint Eastwood","12","William Broyles Jr.","3","Paul Haggis","7","Warner Bros.","119","English","Drama","United States of America"
"48825","9th Company (2005)","139","R","2005-09-29 00:00:00 UTC","9500000","24000000","417397","14097","Artur Smolyaninov","Aleksey Chadov","Konstantin Kryukov","Ivan Kokorin","1","1","1","1","Fedor Bondarchuk","1","Iskander Galiev","1","Yuriy Korotkov","1","Yleisradio (YLE)","1","Pусский","Drama","Russia"
"48877","Saw III (2006)","108","R","2006-10-27 00:00:00 UTC","10000000","163876815","489270","214","Tobin Bell","Shawnee Smith","Angus Macfadyen","Bahar Soomekh","6","4","1","1","Darren Lynn Bousman","3","Leigh Whannell","4","James Wan","3","Lions Gate Films","11","English","Crime","United States of America"
"48982","Flushed Away (2006)","85","PG","2006-10-22 00:00:00 UTC","149000000","64459316","424095","11619","Hugh Jackman","Kate Winslet","Ian McKellen","Jean Reno","11","7","9","5","David Bowers","4","Dick Clement","2","Ian La Frenais","2","Aardman Animations","4","English","Animation","United States of America"
"48997","Perfume: The Story of a Murderer (2006)","147","R","2006-10-18 00:00:00 UTC","50000000","132180323","396171","1427","Ben Whishaw","Francesc Albiol","Gonzalo Cunill","Roger Salvany","2","1","1","1","Tom Tykwer","2","Andrew Birkin","2","Bernd Eichinger","2","Rising Star","2","English","Drama","United States of America"
"49220","For Your Consideration (2006)","86","PG-13","2006-11-22 00:00:00 UTC","12000000","5542025","470765","14799","Catherine O'Hara","Stephen Rannazzisi","Ed Begley Jr.","Eugene Levy","6","1","1","3","Christopher Guest","2","Christopher Guest","2","Eugene Levy","2","Shangri-La Entertainment","1","English","Comedy","United States of America"
"49272","Casino Royale (2006)","144","PG-13","2006-11-15 00:00:00 UTC","150000000","599045960","381061","36557","Daniel Craig","Eva Green","Mads Mikkelsen","Judi Dench","12","4","2","5","Martin Campbell","7","Neal Purvis","6","Robert Wade","4","Eon Productions","12","English","Adventure","United States of America"
"49274","Happy Feet (2006)","108","PG","2006-11-16 00:00:00 UTC","100000000","384330479","366548","9836","Carlos Alazraqui","Lombardo Boyar","Jeffrey Garcia","Johnny A. Sanchez","2","2","3","2","George Miller","6","George Miller","6","John Collee","2","Warner Bros.","119","English","Adventure","United States of America"
"49276","Let's Go to Prison (2006)","84","R","2006-11-17 00:00:00 UTC","4000000","4630045","454987","9809","Dax Shepard","Will Arnett","Chi McBride","David Koechner","2","6","2","3","Bob Odenkirk","2","Robert Ben Garant","7","Thomas Lennon","6","Universal Pictures","205","English","Comedy","United States of America"
"49278","Déjà Vu (Deja Vu) (2006)","126","PG-13","2006-11-21 00:00:00 UTC","75000000","180557550","453467","7551","Denzel Washington","Paula Patton","Val Kilmer","Jim Caviezel","14","8","11","5","Tony Scott","11","Bill Marsilii","1","Terry Rossio","6","Touchstone Pictures","72","English","Action","United States of America"
"49396","Tenacious D in The Pick of Destiny (2006)","93","R","2006-11-22 00:00:00 UTC","22000000","13405595","365830","2179","Jack Black","Kyle Gass","JR Reed","Ronnie James Dio","12","1","1","1","Liam Lynch","1","Jack Black","1","Kyle Gass","1","Red Hour Films","2","English","Adventure","United States of America"
"49530","Blood Diamond (2006)","143","R","2006-12-07 00:00:00 UTC","100000000","170877916","450259","1372","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers","11","4","11","1","Edward Zwick","7","Charles Leavitt","5","Charles Leavitt","5","Warner Bros.","119","English","Adventure","United States of America"
"49649","Eragon (2006)","104","PG","2006-12-13 00:00:00 UTC","100000000","249288105","449010","2486","Ed Speleers","Jeremy Irons","Sienna Guillory","Robert Carlyle","2","8","3","3","Stefen Fangmeier","1","Peter Buchman","2","Christopher Paolini","1","Twentieth Century Fox Film Corporation","82","English","Adventure","United States of America"
"49651","Rocky Balboa (2006)","102","PG","2006-12-20 00:00:00 UTC","24000000","119201483","479143","1246","Sylvester Stallone","Burt Young","Antonio Tarver","Geraldine Hughes","19","1","1","1","Sylvester Stallone","3","Sylvester Stallone","8","Sylvester Stallone","8","MGM","3","English","Drama","United States of America"
"49666","Fur: An Imaginary Portrait of Diane Arbus (2006)","122","R","2006-08-30 00:00:00 UTC","16800000","2281089","422295","18615","Nicole Kidman","Robert Downey Jr.","Ty Burrell","Harris Yulin","15","14","3","1","Steven Shainberg","1","Erin Cressida Wilson","2","Patricia Bosworth","1","Edward R. Pressman Film","3","English","Fantasy","United States of America"
"49793","We Are Marshall (2006)","124","PG","2006-12-12 00:00:00 UTC","65000000","43545364","758794","11170","Matthew McConaughey","Matthew Fox","Anthony Mackie","David Strathairn","14","2","6","6","McG","4","Jamie Linden","2","Cory Helms","1","Warner Bros. Pictures","104","English","Drama","United States of America"
"50003","DOA: Dead or Alive (2006)","87","PG-13","2006-09-07 00:00:00 UTC","21000000","480314","398913","9053","Jaime Pressly","Devon Aoki","Holly Valance","Sarah Carter","2","2","1","1","Corey Yuen","2","J.F. Lawton","1","Adam Gross","1","Constantin Film Produktion","4","English","Adventure","United States of America"
"50068","Letters from Iwo Jima (2006)","141","R","2006-12-19 00:00:00 UTC","19000000","68673228","498380","1251","Ken Watanabe","Kazunari Ninomiya","Tsuyoshi Ihara","Ryô Kase","3","1","1","1","Clint Eastwood","12","Iris Yamashita","2","Iris Yamashita","2","Warner Bros. Pictures","104","English","Drama","United States of America"
"50158","Stomp the Yard (2007)","114","PG-13","2007-05-16 00:00:00 UTC","13000000","75511123","775539","1931","Columbus Short","Meagan Good","Ne-Yo","Darrin Dewitt Henson","3","1","1","2","Sylvain White","2","Robert Adetuyi","1","Gregory Ramon Anderson","1","Rainforest Films","3","English","Drama","United States of America"
"50162","Arthur and the Invisibles (2007)","94","PG","2006-12-13 00:00:00 UTC","86000000","107944236","344854","9992","Freddie Highmore","Mia Farrow","Ron Crawford","Penny Balfour","6","3","1","1","Luc Besson","4","Céline Garcia","1","Luc Besson","18","Canal+","32","English","Children","France"
"50445","Hitcher, The (2007)","84","R","2007-01-19 00:00:00 UTC","10000000","25399945","455960","8398","Sean Bean","Sophia Bush","Zachary Knighton","Neal McDonough","9","1","1","4","Dave Meyers","1","Eric Red","1","Jake Wade Wall","2","Focus Films","3","English","Action","United States of America"
"50601","Bridge to Terabithia (2007)","96","PG","2007-02-16 00:00:00 UTC","60000000","137587063","398808","1265","Josh Hutcherson","AnnaSophia Robb","Zooey Deschanel","Robert Patrick","6","4","5","4","Gabor Csupo","2","Jeff Stockwell","1","David Paterson","1","Walt Disney Pictures","84","English","Adventure","United States of America"
"50798","Epic Movie (2007)","86","PG-13","2007-01-26 00:00:00 UTC","20000000","86865564","799949","9760","Kal Penn","Adam Campbell","Jennifer Coolidge","Jayma Mays","5","2","1","4","Jason Friedberg","4","Jason Friedberg","4","Aaron Seltzer","4","Regency Enterprises","37","English","Adventure","United States of America"
"50800","Messengers, The (2007)","90","PG-13","2007-02-02 00:00:00 UTC","16000000","1109660","425430","9966","Kristen Stewart","Dylan McDermott","Penelope Ann Miller","John Corbett","9","3","4","2","Oxide Pang Chun","2","Mark Wheaton","1","Todd Farmer","3","Columbia Pictures","108","English","Drama","United States of America"
"50804","Hannibal Rising (2007)","121","R","2007-02-06 00:00:00 UTC","50000000","75566697","367959","1248","Aaran Thomas","Gaspard Ulliel","Li Gong","Helena-Lia Tachovská","1","1","2","1","Peter Webber","1","Thomas Harris","5","Thomas Harris","5","Dino De Laurentiis Company","6","English","Drama","France"
"50872","Ratatouille (2007)","111","G","2007-06-28 00:00:00 UTC","150000000","623722818","382932","2062","Patton Oswalt","Ian Holm","Lou Romano","Brian Dennehy","2","5","1","2","Brad Bird","3","Brad Bird","2","Jan Pinkava","1","Pixar Animation Studios","13","English","Animation","United States of America"
"50970","Myra Breckinridge (1970)","94","NC-17","1970-06-24 00:00:00 UTC","5000000","3000000","66115","40973","Mae West","John Huston","Raquel Welch","Rex Reed","1","1","1","1","Michael Sarne","1","Gore Vidal","1","Michael Sarne","1","Twentieth Century Fox Film Corporation","82","English","Comedy","United States of America"
"51007","Days of Glory (Indigènes) (2006)","128","R","2006-05-25 00:00:00 UTC","14500000","22963701","444182","2016","Jamel Debbouze","Samy Naceri","Roschdy Zem","Sami Bouajila","1","1","1","1","Rachid Bouchareb","1","Rachid Bouchareb","1","Olivier Lorelle","1","Tessalit Productions","1","Français","Adventure","France"
"51063","Trailer Park Boys: The Movie (2006)","95","R","2006-10-06 00:00:00 UTC","5000000","3833507","425601","9958","Robb Wells","John Paul Tremblay","Mike Smith","Lucy Decoutere","1","1","1","1","Mike Clattenburg","1","Mike Clattenburg","1","Robb Wells","1","Alliance Films","3","English","Comedy","Canada"
"51077","Ghost Rider (2007)","114","PG-13","2007-02-16 00:00:00 UTC","110000000","228738393","259324","1250","Matt Long","Raquel Alessi","Brett Cullen","Peter Fonda","1","1","1","2","Mark Steven Johnson","2","Mark Steven Johnson","4","Mark Steven Johnson","4","Columbia Pictures Corporation","42","English","Fantasy","United States of America"
"51088","Reno 911!: Miami (2007)","84","R","2007-02-23 00:00:00 UTC","10000000","20342161","499554","10090","Lennie Loftin","Danny DeVito","Robert Ben Garant","Niecy Nash","1","9","1","1","Robert Ben Garant","1","Robert Ben Garant","7","Thomas Lennon","6","20th Century Pictures","1","English","Comedy","United States of America"
"51255","Hot Fuzz (2007)","121","R","2007-02-14 00:00:00 UTC","8000000","79536889","425112","4638","Simon Pegg","Martin Freeman","Bill Nighy","Robert Popper","5","5","6","1","Edgar Wright","3","Edgar Wright","4","Simon Pegg","4","Working Title Films","18","English","Comedy","United Kingdom"
"51412","Next (2007)","96","PG-13","2007-04-26 00:00:00 UTC","70000000","18211013","435705","1738","Nicolas Cage","Julianne Moore","Jessica Biel","Thomas Kretschmann","24","16","10","2","Lee Tamahori","5","Gary Goldman","2","Jonathan Hensleigh","5","Paramount Pictures","173","English","Action","United States of America"
"51540","Zodiac (2007)","157","R","2007-03-01 00:00:00 UTC","65000000","84785914","443706","1949","Jake Gyllenhaal","Mark Ruffalo","Anthony Edwards","Robert Downey Jr.","7","9","3","14","David Fincher","8","James Vanderbilt","3","Robert Graysmith","1","Warner Bros.","119","English","Drama","United States of America"
"51662","300 (2007)","117","R","2006-12-09 00:00:00 UTC","65000000","422610419","416449","1271","Gerard Butler","Lena Headey","Dominic West","David Wenham","14","4","3","2","Zack Snyder","6","Zack Snyder","3","Kurt Johnstad","2","Warner Bros.","119","English","Fantasy","United States of America"
"51709","Host, The (Gwoemul) (2006)","119","R","2006-07-27 00:00:00 UTC","11000000","88489643","468492","1255","Kang-ho Song","Hie-bong Byeon","Hae-il Park","Doona Bae","2","1","1","1","Joon-ho Bong","3","Joon-ho Bong","3","Won-jun Ha","1","Cineclick Asia","1","한국어/조선말","Comedy","South Korea"
